delta_percentile,rating_level,game_type,Apertura,Conteggio
25-50,super_expert,blitz,"Sicilian Defense: French Variation, Normal",15
25-50,super_expert,blitz,"Sicilian Defense: French Variation, Open",1
25-50,super_expert,blitz,"Sicilian Defense: French Variation, Westerinen Attack",4
25-50,super_expert,blitz,Sicilian Defense: Godiva Variation,8
25-50,super_expert,blitz,Sicilian Defense: Grand Prix Attack,1
25-50,super_expert,blitz,Sicilian Defense: Hyperaccelerated Dragon,2
25-50,super_expert,blitz,Sicilian Defense: Hyperaccelerated Fianchetto,3
25-50,super_expert,blitz,Sicilian Defense: Hyperaccelerated Pterodactyl,2
25-50,super_expert,blitz,Sicilian Defense: Kalashnikov Variation,6
25-50,super_expert,blitz,Sicilian Defense: Kan Variation,1
25-50,super_expert,blitz,"Sicilian Defense: Kan Variation, Knight Variation",3
25-50,super_expert,blitz,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",8
25-50,super_expert,blitz,"Sicilian Defense: Kan Variation, Modern Variation",17
25-50,super_expert,blitz,"Sicilian Defense: Kan Variation, Polugaevsky Variation",6
25-50,super_expert,blitz,"Sicilian Defense: Kan Variation, Swiss Cheese Variation",1
25-50,super_expert,blitz,Sicilian Defense: Keres Variation,1
25-50,super_expert,blitz,Sicilian Defense: Kramnik Variation,1
25-50,super_expert,blitz,Sicilian Defense: Kveinis Variation,1
25-50,super_expert,blitz,Sicilian Defense: Lasker-Pelikan Variation,10
25-50,super_expert,blitz,"Sicilian Defense: Lasker-Pelikan Variation, Bird Variation",1
25-50,super_expert,blitz,"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation",2
25-50,super_expert,blitz,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",5
25-50,super_expert,blitz,Sicilian Defense: Löwenthal Variation,14
25-50,super_expert,blitz,Sicilian Defense: Marshall Counterattack,1
25-50,super_expert,blitz,Sicilian Defense: McDonnell Attack,2
25-50,super_expert,blitz,Sicilian Defense: Mengarini Variation,1
25-50,super_expert,blitz,Sicilian Defense: Modern Variations,16
25-50,super_expert,blitz,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",1
25-50,super_expert,blitz,"Sicilian Defense: Modern Variations, Main Line",3
25-50,super_expert,blitz,"Sicilian Defense: Modern Variations, Tartakower",1
25-50,super_expert,blitz,"Sicilian Defense: Morphy Gambit, Andreaschek Gambit",1
25-50,super_expert,blitz,Sicilian Defense: Moscow Variation,1
25-50,super_expert,blitz,"Sicilian Defense: Moscow Variation, Haag Gambit",1
25-50,super_expert,blitz,"Sicilian Defense: Moscow Variation, Main Line",15
25-50,super_expert,blitz,"Sicilian Defense: Moscow Variation, Sokolsky Variation",7
25-50,super_expert,blitz,Sicilian Defense: Najdorf Variation,81
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Adams Attack",11
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Browne Variation",2
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, English Attack",7
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, English Attack, Anti-English",12
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Freak Attack",4
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack",13
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Main Line",10
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Neo-Classical Defense",1
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Opocensky Variation",3
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Accepted",2
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Variation",2
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Polugaevsky Variation, Simagin Line",2
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Traditional Line",1
25-50,super_expert,blitz,"Sicilian Defense: Najdorf Variation, Zagreb Variation",3
25-50,super_expert,blitz,Sicilian Defense: Nimzowitsch Variation,5
25-50,super_expert,blitz,"Sicilian Defense: Nimzowitsch Variation, Advance Variation",2
25-50,super_expert,blitz,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",2
25-50,super_expert,blitz,"Sicilian Defense: Nimzowitsch Variation, Exchange Variation",1
25-50,super_expert,blitz,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,3
25-50,super_expert,blitz,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",1
25-50,super_expert,blitz,"Sicilian Defense: O'Kelly Variation, Venice System",1
25-50,super_expert,blitz,"Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line",1
25-50,super_expert,blitz,"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line",1
25-50,super_expert,blitz,Sicilian Defense: Old Sicilian,2
25-50,super_expert,blitz,Sicilian Defense: Open,11
25-50,super_expert,blitz,"Sicilian Defense: Pin Variation, Koch Variation",2
25-50,super_expert,blitz,Sicilian Defense: Prins Variation,5
25-50,super_expert,blitz,Sicilian Defense: Richter-Rauzer Variation,5
25-50,super_expert,blitz,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",4
25-50,super_expert,blitz,"Sicilian Defense: Richter-Rauzer Variation, Modern Variation",5
25-50,super_expert,blitz,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation",18
25-50,super_expert,blitz,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Early Deviations",5
25-50,super_expert,blitz,"Sicilian Defense: Scheveningen Variation, Classical Variation",7
25-50,super_expert,blitz,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack",2
25-50,super_expert,blitz,"Sicilian Defense: Scheveningen Variation, English Attack, with Qd2",2
25-50,super_expert,blitz,"Sicilian Defense: Scheveningen Variation, English Attack, with f3",11
25-50,super_expert,blitz,Sicilian Defense: Smith-Morra Gambit,8
25-50,super_expert,blitz,"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation",1
25-50,super_expert,blitz,"Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",1
25-50,super_expert,blitz,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",1
25-50,super_expert,blitz,"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",1
25-50,super_expert,blitz,Sicilian Defense: Snyder Variation,5
25-50,super_expert,blitz,"Sicilian Defense: Snyder Variation, Queen Fianchetto Variation",1
25-50,super_expert,blitz,Sicilian Defense: Sozin Attack,1
25-50,super_expert,blitz,"Sicilian Defense: Sozin Attack, Flank Variation",5
25-50,super_expert,blitz,Sicilian Defense: Staunton-Cochrane Variation,2
25-50,super_expert,blitz,Sicilian Defense: Taimanov Variation,17
25-50,super_expert,blitz,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",3
25-50,super_expert,blitz,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",17
25-50,super_expert,blitz,"Sicilian Defense: Taimanov Variation, Normal Variation",1
25-50,super_expert,blitz,"Sicilian Defense: Taimanov Variation, Szén Variation",1
25-50,super_expert,blitz,Sicilian Defense: Wing Gambit,2
25-50,super_expert,blitz,Slav Defense,36
25-50,super_expert,blitz,Slav Defense: Alapin Variation,1
25-50,super_expert,blitz,Slav Defense: Chebanenko Variation,4
25-50,super_expert,blitz,"Slav Defense: Chebanenko Variation, Advance System",1
25-50,super_expert,blitz,Slav Defense: Czech Variation,1
25-50,super_expert,blitz,Slav Defense: Exchange Variation,1
25-50,super_expert,blitz,Slav Defense: Modern Line,14
25-50,super_expert,blitz,Slav Defense: Quiet Variation,1
25-50,super_expert,blitz,Slav Defense: Schlechter Variation,1
25-50,super_expert,blitz,"Slav Defense: Slav Gambit, Alekhine Attack",1
25-50,super_expert,blitz,Slav Defense: Three Knights Variation,2
25-50,super_expert,blitz,Slav Indian,1
25-50,super_expert,blitz,St. George Defense,5
25-50,super_expert,blitz,Tarrasch Defense,1
25-50,super_expert,blitz,Tarrasch Defense: Classical Variation,1
25-50,super_expert,blitz,"Tarrasch Defense: Classical Variation, Carlsbad Variation",1
25-50,super_expert,blitz,Tarrasch Defense: Dubov Tarrasch,1
25-50,super_expert,blitz,Tarrasch Defense: Schara Gambit,1
25-50,super_expert,blitz,Tarrasch Defense: Symmetrical Variation,4
25-50,super_expert,blitz,Tarrasch Defense: Two Knights Variation,2
25-50,super_expert,blitz,Tarrasch Defense: von Hennig Gambit,1
25-50,super_expert,blitz,Three Knights Opening,3
25-50,super_expert,blitz,Torre Attack: Classical Defense,2
25-50,super_expert,blitz,"Torre Attack: Classical Defense, Nimzowitsch Variation",2
25-50,super_expert,blitz,Torre Attack: Fianchetto Defense,2
25-50,super_expert,blitz,Trompowsky Attack,3
25-50,super_expert,blitz,Trompowsky Attack: Classical Defense,16
25-50,super_expert,blitz,"Trompowsky Attack: Classical Defense, Big Center Variation",6
25-50,super_expert,blitz,Trompowsky Attack: Edge Variation,1
25-50,super_expert,blitz,Trompowsky Attack: Raptor Variation,2
25-50,super_expert,blitz,Van Geet Opening,5
25-50,super_expert,blitz,Van Geet Opening: Berlin Gambit,1
25-50,super_expert,blitz,Van Geet Opening: Napoleon Attack,1
25-50,super_expert,blitz,Van Geet Opening: Novosibirsk Variation,1
25-50,super_expert,blitz,Van't Kruijs Opening,22
25-50,super_expert,blitz,"Vienna Gambit, with Max Lange Defense: Knight Variation",2
25-50,super_expert,blitz,Vienna Game: Mieses Variation,1
25-50,super_expert,blitz,Vienna Game: Paulsen Variation,4
25-50,super_expert,blitz,Vienna Game: Stanley Variation,2
25-50,super_expert,blitz,"Vienna Game: Stanley Variation, Reversed Spanish",1
25-50,super_expert,blitz,"Vienna Game: Vienna Gambit, Bardeleben Variation",1
25-50,super_expert,blitz,Wade Defense,4
25-50,super_expert,blitz,Ware Opening,2
25-50,super_expert,blitz,Ware Opening: Symmetric Variation,1
25-50,super_expert,blitz,Yusupov-Rubinstein System,4
25-50,super_expert,blitz,Zukertort Opening,21
25-50,super_expert,blitz,Zukertort Opening: Black Mustang Defense,5
25-50,super_expert,blitz,Zukertort Opening: Kingside Fianchetto,3
25-50,super_expert,blitz,Zukertort Opening: Nimzo-Larsen Variation,12
25-50,super_expert,blitz,Zukertort Opening: Old Indian Attack,3
25-50,super_expert,blitz,Zukertort Opening: Pirc Invitation,1
25-50,super_expert,blitz,Zukertort Opening: Quiet System,5
25-50,super_expert,blitz,Zukertort Opening: Reversed Grünfeld,6
25-50,super_expert,blitz,Zukertort Opening: Santasiere's Folly,1
25-50,super_expert,blitz,Zukertort Opening: Sicilian Invitation,1
25-50,super_expert,blitz,Zukertort Opening: Slav Invitation,3
25-50,super_expert,blitz,Zukertort Opening: Tennison Gambit,1
25-50,super_expert,bullet,Alekhine Defense,4
25-50,super_expert,bullet,Alekhine Defense: Brooklyn Variation,4
25-50,super_expert,bullet,Alekhine Defense: Exchange Variation,6
25-50,super_expert,bullet,"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",1
25-50,super_expert,bullet,Alekhine Defense: Maróczy Variation,3
25-50,super_expert,bullet,"Alekhine Defense: Modern Variation, Alburt Variation",2
25-50,super_expert,bullet,"Alekhine Defense: Modern Variation, Flohr Variation",2
25-50,super_expert,bullet,"Alekhine Defense: Modern Variation, Schmid Variation",1
25-50,super_expert,bullet,Alekhine Defense: Scandinavian Variation,3
25-50,super_expert,bullet,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",2
25-50,super_expert,bullet,"Alekhine Defense: Scandinavian Variation, Myers Gambit",1
25-50,super_expert,bullet,Alekhine Defense: Sämisch Attack,2
25-50,super_expert,bullet,"Alekhine Defense: Two Pawns Attack, Tate Variation",1
25-50,super_expert,bullet,Amar Opening,1
25-50,super_expert,bullet,Anderssen's Opening,2
25-50,super_expert,bullet,Barnes Opening,2
25-50,super_expert,bullet,Benko Gambit Accepted: Fully Accepted Variation,1
25-50,super_expert,bullet,Benoni Defense,3
25-50,super_expert,bullet,"Benoni Defense: Four Pawns Attack, Main Line",1
25-50,super_expert,bullet,Benoni Defense: Knight's Tour Variation,2
25-50,super_expert,bullet,Benoni Defense: Mikenas Variation,1
25-50,super_expert,bullet,Bird Opening,3
25-50,super_expert,bullet,Bird Opening: Dutch Variation,2
25-50,super_expert,bullet,Bishop's Opening: Boden-Kieseritzky Gambit,1
25-50,super_expert,bullet,Bishop's Opening: Vienna Hybrid,1
25-50,super_expert,bullet,Blackmar-Diemer Gambit Declined: Vienna Defense,1
25-50,super_expert,bullet,Blackmar-Diemer Gambit: von Popiel Gambit,1
25-50,super_expert,bullet,Blumenfeld Countergambit,1
25-50,super_expert,bullet,Bogo-Indian Defense: Grünfeld Variation,2
25-50,super_expert,bullet,Bogo-Indian Defense: Retreat Variation,2
25-50,super_expert,bullet,Caro-Kann Defense,5
25-50,super_expert,bullet,Caro-Kann Defense: Advance Variation,2
25-50,super_expert,bullet,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",4
25-50,super_expert,bullet,"Caro-Kann Defense: Advance Variation, Short Variation",2
25-50,super_expert,bullet,"Caro-Kann Defense: Advance Variation, Tal Variation",6
25-50,super_expert,bullet,Caro-Kann Defense: Breyer Variation,3
25-50,super_expert,bullet,Caro-Kann Defense: Campomanes Attack,2
25-50,super_expert,bullet,"Caro-Kann Defense: Classical Variation, Spassky Variation",1
25-50,super_expert,bullet,Caro-Kann Defense: Exchange Variation,2
25-50,super_expert,bullet,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",1
25-50,super_expert,bullet,Caro-Kann Defense: Gurgenidze System,3
25-50,super_expert,bullet,Caro-Kann Defense: Hillbilly Attack,1
25-50,super_expert,bullet,"Caro-Kann Defense: Karpov Variation, Modern Variation",1
25-50,super_expert,bullet,"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line",1
25-50,super_expert,bullet,Caro-Kann Defense: Main Line,1
25-50,super_expert,bullet,Caro-Kann Defense: Maróczy Variation,1
25-50,super_expert,bullet,"Caro-Kann Defense: Panov Attack, Gunderam Attack",1
25-50,super_expert,bullet,"Caro-Kann Defense: Panov Attack, Main Line",1
25-50,super_expert,bullet,"Caro-Kann Defense: Panov Attack, Modern Defense",1
25-50,super_expert,bullet,Caro-Kann Defense: Tartakower Variation,8
25-50,super_expert,bullet,Caro-Kann Defense: Two Knights Attack,2
25-50,super_expert,bullet,Catalan Opening,1
25-50,super_expert,bullet,Catalan Opening: Closed,4
25-50,super_expert,bullet,"Catalan Opening: Closed Variation, Traditional Variation",1
25-50,super_expert,bullet,"Catalan Opening: Closed, Main Line",2
25-50,super_expert,bullet,Catalan Opening: Open Defense,1
25-50,super_expert,bullet,"Catalan Opening: Open Defense, Classical Line",7
25-50,super_expert,bullet,Center Game: Kieseritzky Variation,1
25-50,super_expert,bullet,Clemenz Opening,1
25-50,super_expert,bullet,Czech Defense,2
25-50,super_expert,bullet,Danish Gambit,1
25-50,super_expert,bullet,Danish Gambit Declined: Sörensen Defense,1
25-50,super_expert,bullet,Duras Gambit,1
25-50,super_expert,bullet,Dutch Defense,1
25-50,super_expert,bullet,Dutch Defense: Normal Variation,1
25-50,super_expert,bullet,Dutch Defense: Queen's Knight Variation,1
25-50,super_expert,bullet,East Indian Defense,2
25-50,super_expert,bullet,Elephant Gambit,1
25-50,super_expert,bullet,Elephant Gambit: Paulsen Countergambit,3
25-50,super_expert,bullet,English Defense,1
25-50,super_expert,bullet,English Opening,3
25-50,super_expert,bullet,English Opening: Agincourt Defense,3
25-50,super_expert,bullet,"English Opening: Agincourt Defense, Catalan Defense Accepted",1
25-50,super_expert,bullet,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",1
25-50,super_expert,bullet,"English Opening: Agincourt Defense, Neo-Catalan Declined",3
25-50,super_expert,bullet,English Opening: Anglo-Indian Defense,3
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld",1
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, Hedgehog System",1
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, King's Indian Formation",4
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, King's Knight Variation",2
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, Old Indian Formation",1
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, Scandinavian Defense",1
25-50,super_expert,bullet,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",1
25-50,super_expert,bullet,English Opening: Anglo-Scandinavian Defense,4
25-50,super_expert,bullet,English Opening: Caro-Kann Defensive System,5
25-50,super_expert,bullet,English Opening: Great Snake Variation,5
25-50,super_expert,bullet,English Opening: King's English Variation,6
25-50,super_expert,bullet,"English Opening: King's English Variation, Nimzowitsch Variation",1
25-50,super_expert,bullet,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",2
25-50,super_expert,bullet,"English Opening: King's English Variation, Reversed Closed Sicilian",1
25-50,super_expert,bullet,"English Opening: King's English Variation, Reversed Sicilian",1
25-50,super_expert,bullet,"English Opening: King's English Variation, Three Knights System",2
25-50,super_expert,bullet,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",1
25-50,super_expert,bullet,English Opening: Mikenas-Carls Variation,1
25-50,super_expert,bullet,English Opening: Neo-Catalan,1
25-50,super_expert,bullet,English Opening: Symmetrical Variation,5
25-50,super_expert,bullet,"English Opening: Symmetrical Variation, Anti-Benoni Variation",1
